Transaction_ID,Agent_ID,Agent_Type,Operator_ID,Operator_Type,Sender_Name,Sender_Country,Sender_State,Sender_District,Sender_Occupation,Sender_Mode_Txn,Sender_Affiliation,Receiver_Name,Receiver_Country,Receiver_State,Receiver_District,Receiver_Occupation,Receiver_Affiliation,Receiver_Mode_Txn,Date_Of_Txn,In_Working_Hours,Amount,Is_Fraud
TR4571,AGNT6,Both,OPR37,Employee,Alondra Miranda,USA,California,Los Angeles,Agent,Cheque,Customer,River Wooten,Brazil,Bahia,Jequie,Banker,Employee,Cash,18-07-2016,Yes,2458,0
TR4572,AGNT4,Both,OPR19,Employee,Issac Norman,USA,Arizona,Apache,Agent,Debit Card,Employee,Marisol Bradley,Brazil,Acre,Xapuri,Accountant,Customer,Wallet,2/7/2016,Yes,3422,0
TR4573,AGNT2,Send,OPR12,Employee,Bryant Lawrence,USA,Nevada,Eureka,I.T Professional,Debit Card,Employee,Braden Salinas,Colombia,Antioquia,Antioquia,Consultant,New User,Cash,9/7/2016,Yes,997,0
TR4574,AGNT9,Both,OPR43,Admin,Tiana Hale,USA,Arizona,Pima,Agent,Cash,Customer,Kailee Forbes,Colombia,Antioquia,Antioquia,Retailer,New User,Cash,13-07-2016,No,3678,0
TR4575,AGNT9,Both,OPR44,Employee,Rafael Owen,USA,Arizona,Pima,Retailer,Bank Account,Customer,Madeleine Guerrero,Mexico,Campeche,Campeche,Banker,Employee,Cash,30-07-2016,Yes,4285,0
TR4576,AGNT3,Send,OPR15,Admin,Nylah Barnes,USA,Utah,Cache,Farmer,Debit Card,Employee,Kai Morales,Brazil,Acre,Xapuri,Retailer,New User,Wallet,7/7/2016,No,5788,0
TR4577,AGNT9,Both,OPR45,Employee,Ezequiel Alston,USA,Arizona,Pima,Banker,Cash,New User,Madisyn Weiss,Brazil,Acre,Xapuri,Banker,Customer,Cash,25-07-2016,Yes,2003,0
TR4578,AGNT6,Both,OPR36,Admin,Marisol Palmer,USA,California,Los Angeles,Accountant,Cash,Employee,Kaden Tanner,Brazil,Acre,Bujari,Accountant,Employee,Bank Account,13-07-2016,Yes,406,0
TR4579,AGNT5,Send,OPR28,Admin,Cassidy Bailey,USA,Oregon,Jackson,Banker,Debit Card,New User,Broderick Adams,Colombia,Boyaca,Boyaca,Consultant,New User,Cash,22-07-2016,Yes,4077,0
TR4580,AGNT10,Both,OPR3,Employee,Kenya Vang,USA,Oregon,Lane,Consultant,Debit Card,Employee,Bryce Hartman,Brazil,Acre,Bujari,Banker,Customer,Bank Account,18-07-2016,Yes,2436,0
TR4581,AGNT2,Send,OPR9,Employee,Kaelynn Murphy,USA,Nevada,Eureka,Banker,Debit Card,New User,Aubri Reyes,Mexico,Baja California,Baja California,Farmer,Employee,Bank Account,20-07-2016,No,5111,0
TR4582,AGNT7,Both,OPR41,Admin,Laylah Cervantes,USA,Nevada,Fallon,Broker,Wallet,Employee,Paityn Hinton,Mexico,Campeche,Campeche,Retailer,Employee,Bank Account,22-07-2016,Yes,3590,1
TR4583,AGNT5,Send,OPR24,Employee,Shiloh Cantrell,USA,Oregon,Jackson,Broker,Bank Account,New User,Karis Dudley,Mexico,Baja California,Baja California,Consultant,Employee,Cash,12/7/2016,Yes,5074,1
TR4584,AGNT2,Send,OPR7,Employee,Tinley Bird,USA,Nevada,Eureka,Farmer,Cash,New User,Larry Grant,Colombia,Boyaca,Boyaca,Teacher,Employee,Cash,17-07-2016,Yes,1894,0
TR4585,AGNT5,Send,OPR25,Employee,Cassidy Noel,USA,Oregon,Jackson,I.T Professional,Cash,New User,Lexie Pennington,Brazil,Bahia,Jequie,Broker,New User,Bank Account,22-07-2016,Yes,2538,0
TR4586,AGNT8,Both,OPR42,Owner,Luca Gross,USA,Utah,Emery,Retailer,Wallet,Customer,Lane Dixon,Colombia,Bolivar,Bolivar,Accountant,Employee,Prepaid Card,4/7/2016,No,4519,0
TR4587,AGNT2,Send,OPR8,Employee,Cain Sawyer,USA,Nevada,Eureka,Retailer,Wallet,Customer,Izaiah Britt,Brazil,Acre,Bujari,Broker,Customer,Bank Account,2/7/2016,Yes,2367,1
TR4588,AGNT8,Both,OPR42,Owner,Giovanna Lawrence,USA,Utah,Emery,Grocer,Debit Card,Employee,Jeramiah Hoffman,Mexico,Durango,Durango,I.T Professional,Employee,Prepaid Card,8/7/2016,Yes,4649,0
TR4589,AGNT6,Both,OPR34,Employee,Nathalie Franklin,USA,California,Los Angeles,Teacher,Wallet,Employee,Landon Byrd,Colombia,Bolivar,Bolivar,Accountant,Employee,Wallet,10/7/2016,Yes,2529,0
TR4590,AGNT10,Both,OPR3,Employee,Turner Wheeler,USA,Oregon,Lane,Accountant,Cheque,New User,Arnav Acosta,Brazil,Bahia,Valenca,Grocer,Employee,Wallet,7/7/2016,Yes,3588,0
TR4591,AGNT10,Both,OPR3,Employee,Cadence Case,USA,Oregon,Lane,Agent,Wallet,New User,Terrance Stanton,Colombia,Bolivar,Bolivar,Farmer,New User,Prepaid Card,1/7/2016,Yes,2631,0
TR4592,AGNT1,Send,OPR2,Admin,Jack Cleveland,USA,California,Sacramento,I.T Professional,Debit Card,Employee,Catherine Randolph,Brazil,Bahia,Jequie,I.T Professional,Employee,Prepaid Card,11/7/2016,Yes,2862,0
TR4593,AGNT7,Both,OPR41,Admin,Emmalee Douglas,USA,Nevada,Fallon,Broker,Cheque,Employee,Cody Dudley,Mexico,Durango,Durango,Accountant,Employee,Wallet,3/7/2016,Yes,5828,0
TR4594,AGNT8,Both,OPR42,Owner,Jordyn Bender,USA,Utah,Emery,Broker,Credit Card,New User,Madelynn Webster,Brazil,Acre,Xapuri,Teacher,Employee,Wallet,11/7/2016,No,2889,0
TR4595,AGNT8,Both,OPR42,Owner,Marlene Castillo,USA,Utah,Emery,Banker,Debit Card,New User,Ronnie Marshall,Mexico,Baja California,Baja California,Accountant,New User,Wallet,8/7/2016,Yes,1224,0
TR4596,AGNT8,Both,OPR42,Owner,Landon Sims,USA,Utah,Emery,Agent,Debit Card,New User,Kyndal Castillo,Mexico,Campeche,Campeche,Grocer,New User,Cash,3/7/2016,Yes,4020,0
TR4597,AGNT9,Both,OPR45,Employee,Konnor Munoz,USA,Arizona,Pima,Farmer,Bank Account,Customer,Saige Rollins,Brazil,Bahia,Jequie,Broker,Customer,Wallet,14-07-2016,Yes,3960,0
TR4598,AGNT7,Both,OPR41,Admin,Briley Crane,USA,Nevada,Fallon,Farmer,Debit Card,Customer,Kairi Blair,Colombia,Antioquia,Antioquia,Retailer,Employee,Wallet,20-07-2016,Yes,5166,0
TR4599,AGNT1,Send,OPR2,Admin,Heath Parrish,USA,California,Sacramento,I.T Professional,Bank Account,New User,Muhammad Burgess,Brazil,Acre,Xapuri,I.T Professional,New User,Wallet,29-07-2016,No,1311,1
TR4600,AGNT3,Send,OPR15,Admin,Trevor Hickman,USA,Utah,Cache,Grocer,Cash,Customer,Giuliana Rivers,Mexico,Campeche,Campeche,Accountant,New User,Wallet,30-07-2016,Yes,1367,0
TR4601,AGNT1,Send,OPR1,Employee,Molly Daugherty,USA,California,Sacramento,Retailer,Cheque,Employee,Clare Christian,Mexico,Baja California,Baja California,Retailer,Employee,Prepaid Card,18-07-2016,Yes,3913,0
TR4602,AGNT9,Both,OPR45,Employee,Sydney Durham,USA,Arizona,Pima,Farmer,Cash,Employee,Arjun West,Brazil,Acre,Xapuri,Banker,Customer,Cash,9/7/2016,No,4773,0
TR4603,AGNT3,Send,OPR16,Employee,Gianni Howard,USA,Utah,Cache,I.T Professional,Wallet,Customer,Trent Hendricks,Brazil,Bahia,Valenca,I.T Professional,Customer,Cash,14-07-2016,Yes,909,0
TR4604,AGNT2,Send,OPR14,Employee,Gisselle Cervantes,USA,Nevada,Eureka,Broker,Cash,Employee,Giovanna Barrett,Colombia,Boyaca,Boyaca,Broker,Customer,Cash,28-07-2016,Yes,270,0
TR4605,AGNT9,Both,OPR45,Employee,Dixie Burnett,USA,Arizona,Pima,Banker,Bank Account,Customer,Brantley Wagner,Brazil,Bahia,Jequie,I.T Professional,Customer,Prepaid Card,25-07-2016,No,2528,0
TR4606,AGNT3,Send,OPR17,Employee,Prince Wheeler,USA,Utah,Cache,Farmer,Credit Card,New User,Cameron Huber,Colombia,Bolivar,Bolivar,I.T Professional,New User,Wallet,19-07-2016,Yes,5881,0
TR4607,AGNT10,Both,OPR4,Admin,Aniya Duran,USA,Oregon,Lane,Banker,Cheque,New User,Elyse Bowman,Brazil,Acre,Xapuri,Retailer,Customer,Cash,9/7/2016,Yes,3701,0
TR4608,AGNT10,Both,OPR4,Admin,Prince Webster,USA,Oregon,Lane,Agent,Credit Card,Employee,Julius Prince,Mexico,Baja California,Baja California,I.T Professional,New User,Cash,1/7/2016,Yes,5485,0
TR4609,AGNT8,Both,OPR42,Owner,Rolando Maldonado,USA,Utah,Emery,I.T Professional,Wallet,Customer,Moriah Barrett,Colombia,Antioquia,Antioquia,Retailer,Customer,Wallet,13-07-2016,Yes,367,0
TR4610,AGNT3,Send,OPR16,Employee,Yosef Hatfield,USA,Utah,Cache,I.T Professional,Credit Card,Employee,Rolando Schroeder,Colombia,Boyaca,Boyaca,Teacher,New User,Bank Account,21-07-2016,Yes,5964,0
TR4611,AGNT7,Both,OPR41,Admin,Fernando Reynolds,USA,Nevada,Fallon,I.T Professional,Cash,Employee,Mckinley Pruitt,Brazil,Bahia,Jequie,Grocer,Customer,Cash,27-07-2016,Yes,5485,1
TR4612,AGNT6,Both,OPR34,Employee,Cortez Mclaughlin,USA,California,Los Angeles,Broker,Wallet,Customer,Lillianna Swanson,Brazil,Bahia,Valenca,Grocer,New User,Wallet,17-07-2016,Yes,2625,0
TR4613,AGNT9,Both,OPR43,Admin,Jocelynn Gray,USA,Arizona,Pima,I.T Professional,Credit Card,Customer,Trinity Stanton,Brazil,Acre,Bujari,Grocer,Employee,Cash,1/7/2016,Yes,3162,0
TR4614,AGNT3,Send,OPR17,Employee,Rebekah Hess,USA,Utah,Cache,Broker,Cash,Customer,Madilyn Barlow,Colombia,Antioquia,Antioquia,Grocer,New User,Cash,8/7/2016,No,3343,0
TR4615,AGNT7,Both,OPR40,Employee,Marshall Lopez,USA,Nevada,Fallon,Farmer,Cash,New User,Camilo Martin,Brazil,Acre,Xapuri,Broker,Employee,Wallet,28-07-2016,No,3469,0
TR4616,AGNT2,Send,OPR12,Employee,Jordynn Vazquez,USA,Nevada,Eureka,I.T Professional,Bank Account,Employee,Will Hopkins,Brazil,Acre,Bujari,Accountant,New User,Wallet,9/7/2016,Yes,2179,0
TR4617,AGNT4,Both,OPR21,Employee,Noelle Berry,USA,Arizona,Apache,Accountant,Credit Card,Customer,Saniyah Russo,Brazil,Bahia,Valenca,Grocer,Employee,Cash,18-07-2016,Yes,2351,0
TR4618,AGNT5,Send,OPR26,Employee,Nikolas Mercer,USA,Oregon,Jackson,Retailer,Wallet,Employee,Mercedes Pennington,Colombia,Antioquia,Antioquia,Retailer,New User,Cash,2/7/2016,Yes,4162,0
TR4619,AGNT5,Send,OPR27,Employee,Leon Parrish,USA,Oregon,Jackson,I.T Professional,Cash,New User,Sariyah Mckinney,Brazil,Acre,Xapuri,Grocer,Employee,Wallet,30-07-2016,Yes,4691,0
TR4620,AGNT7,Both,OPR40,Employee,Brysen Farmer,USA,Nevada,Fallon,Grocer,Credit Card,Customer,Miranda Giles,Colombia,Boyaca,Boyaca,I.T Professional,Employee,Wallet,1/7/2016,Yes,3076,0
TR4621,AGNT5,Send,OPR25,Employee,Hank Kaufman,USA,Oregon,Jackson,Grocer,Credit Card,Employee,Joel Welch,Colombia,Boyaca,Boyaca,Accountant,New User,Wallet,5/7/2016,No,5139,0
TR4622,AGNT1,Send,OPR2,Admin,Camryn Gillespie,USA,California,Sacramento,Farmer,Debit Card,Customer,Maryam Castaneda,Colombia,Bolivar,Bolivar,Accountant,Employee,Cash,29-07-2016,Yes,2634,0
TR4623,AGNT7,Both,OPR39,Employee,Dorothy Alford,USA,Nevada,Fallon,Agent,Wallet,New User,Dylan Bowers,Colombia,Bolivar,Bolivar,Farmer,New User,Cash,6/7/2016,Yes,1370,0
TR4624,AGNT10,Both,OPR3,Employee,Dax Waters,USA,Oregon,Lane,Broker,Cash,Employee,Sarah Snider,Brazil,Acre,Bujari,Agent,Employee,Cash,20-07-2016,No,1714,0
TR4625,AGNT7,Both,OPR41,Admin,Joe Guthrie,USA,Nevada,Fallon,Accountant,Credit Card,New User,Harold Carney,Brazil,Acre,Xapuri,I.T Professional,Employee,Bank Account,26-07-2016,Yes,5816,0
TR4626,AGNT8,Both,OPR42,Owner,Mercedes Zamora,USA,Utah,Emery,Farmer,Debit Card,Employee,Rodolfo Pope,Mexico,Baja California,Baja California,Accountant,Employee,Wallet,23-07-2016,Yes,1439,0
TR4627,AGNT1,Send,OPR2,Admin,Malaysia Cantrell,USA,California,Sacramento,I.T Professional,Cash,Customer,Mariyah Guthrie,Brazil,Acre,Bujari,Banker,Customer,Bank Account,8/7/2016,Yes,803,1
TR4628,AGNT5,Send,OPR29,Employee,Jaidyn Curtis,USA,Oregon,Jackson,Consultant,Credit Card,Employee,Lilianna Carroll,Brazil,Bahia,Valenca,Farmer,New User,Bank Account,5/7/2016,Yes,5466,0
TR4629,AGNT8,Both,OPR42,Owner,Justice Wright,USA,Utah,Emery,Accountant,Credit Card,Employee,Malcolm Mendoza,Colombia,Antioquia,Antioquia,Consultant,Customer,Prepaid Card,21-07-2016,Yes,5221,0
TR4630,AGNT8,Both,OPR42,Owner,Kenzie Morton,USA,Utah,Emery,Retailer,Cheque,New User,Ainsley Taylor,Colombia,Boyaca,Boyaca,Teacher,Employee,Prepaid Card,28-07-2016,No,4155,0
TR4631,AGNT9,Both,OPR44,Employee,Layton Ashley,USA,Arizona,Pima,Banker,Cheque,Customer,Mariam Trujillo,Colombia,Boyaca,Boyaca,Agent,Employee,Bank Account,30-07-2016,Yes,4696,0
TR4632,AGNT5,Send,OPR28,Admin,Aaden Parks,USA,Oregon,Jackson,Accountant,Bank Account,Customer,Alayah Aguilar,Mexico,Campeche,Campeche,Banker,Customer,Wallet,31-07-2016,Yes,4047,0
TR4633,AGNT9,Both,OPR45,Employee,Melanie Calhoun,USA,Arizona,Pima,Broker,Bank Account,New User,Jaden Snow,Brazil,Acre,Xapuri,Accountant,Customer,Cash,10/7/2016,No,864,0
TR4634,AGNT4,Both,OPR18,Admin,Billy Buchanan,USA,Arizona,Apache,Agent,Cheque,Employee,Scarlet House,Mexico,Baja California,Baja California,Broker,Employee,Prepaid Card,18-07-2016,Yes,2997,0
TR4635,AGNT6,Both,OPR34,Employee,Zechariah Herman,USA,California,Los Angeles,Banker,Credit Card,Customer,Jaden Boone,Colombia,Bolivar,Bolivar,Consultant,Employee,Prepaid Card,7/7/2016,Yes,1687,0
TR4636,AGNT9,Both,OPR45,Employee,Elle Dyer,USA,Arizona,Pima,Agent,Bank Account,Employee,Valerie Short,Brazil,Bahia,Valenca,Accountant,Employee,Cash,21-07-2016,Yes,4344,1
TR4637,AGNT4,Both,OPR18,Admin,Elin Shields,USA,Arizona,Apache,I.T Professional,Cheque,Employee,Leonardo Nunez,Brazil,Bahia,Valenca,Broker,New User,Wallet,17-07-2016,Yes,4224,0
TR4638,AGNT3,Send,OPR16,Employee,Jose Peck,USA,Utah,Cache,Broker,Cheque,New User,Blake Craft,Brazil,Acre,Xapuri,Retailer,Employee,Prepaid Card,7/7/2016,Yes,968,0
TR4639,AGNT4,Both,OPR20,Employee,Madelynn Rowland,USA,Arizona,Apache,Banker,Credit Card,Customer,Abbey Pruitt,Mexico,Campeche,Campeche,Broker,New User,Prepaid Card,24-07-2016,Yes,2991,0
TR4640,AGNT5,Send,OPR28,Admin,Anthony Simon,USA,Oregon,Jackson,I.T Professional,Bank Account,New User,Brooks Davis,Brazil,Acre,Bujari,Agent,New User,Wallet,29-07-2016,Yes,3501,0
TR4641,AGNT5,Send,OPR28,Admin,Madisyn Miller,USA,Oregon,Jackson,Consultant,Cash,Customer,Maddox Swanson,Colombia,Boyaca,Boyaca,Retailer,Customer,Bank Account,15-07-2016,No,5878,0
TR4642,AGNT8,Both,OPR42,Owner,Violet Meadows,USA,Utah,Emery,Teacher,Credit Card,New User,Finnegan Valenzuela,Mexico,Baja California,Baja California,Consultant,Customer,Cash,23-07-2016,Yes,3672,0
TR4643,AGNT6,Both,OPR33,Employee,Keyon Dillon,USA,California,Los Angeles,Banker,Debit Card,Employee,Kendra Howe,Brazil,Acre,Xapuri,I.T Professional,Customer,Prepaid Card,23-07-2016,Yes,5217,0
TR4644,AGNT3,Send,OPR15,Admin,Barbara Hayes,USA,Utah,Cache,Retailer,Wallet,Customer,Bailee Tyler,Brazil,Bahia,Jequie,Consultant,Customer,Wallet,1/7/2016,Yes,5621,0
TR4645,AGNT10,Both,OPR3,Employee,Salvatore Barber,USA,Oregon,Lane,Banker,Debit Card,New User,Amina Frederick,Mexico,Durango,Durango,Banker,New User,Wallet,2/7/2016,Yes,2335,0
TR4646,AGNT7,Both,OPR40,Employee,Emilee Cameron,USA,Nevada,Fallon,I.T Professional,Credit Card,New User,Nathanael Knapp,Mexico,Campeche,Campeche,Retailer,Employee,Prepaid Card,20-07-2016,Yes,4233,1
TR4647,AGNT3,Send,OPR16,Employee,Bree Benson,USA,Utah,Cache,Accountant,Cash,Employee,Ayleen Clemons,Colombia,Bolivar,Bolivar,Agent,Employee,Cash,17-07-2016,No,835,0
TR4648,AGNT9,Both,OPR43,Admin,Harley Booker,USA,Arizona,Pima,Broker,Cheque,Employee,Jace Fuller,Mexico,Campeche,Campeche,Retailer,New User,Cash,22-07-2016,Yes,1862,0
TR4649,AGNT4,Both,OPR18,Admin,Lila Figueroa,USA,Arizona,Apache,Grocer,Wallet,Employee,Deon Poole,Brazil,Bahia,Valenca,Farmer,Employee,Prepaid Card,28-07-2016,Yes,2515,0
TR4650,AGNT10,Both,OPR3,Employee,Selena Mcclain,USA,Oregon,Lane,Broker,Wallet,Employee,Heather Burgess,Brazil,Bahia,Valenca,Teacher,New User,Prepaid Card,1/7/2016,Yes,5346,0
TR4651,AGNT10,Both,OPR3,Employee,Ariana Duffy,USA,Oregon,Lane,Grocer,Wallet,New User,Kendal Gordon,Colombia,Antioquia,Antioquia,Teacher,Employee,Bank Account,30-07-2016,Yes,360,0
TR4652,AGNT7,Both,OPR41,Admin,Harlow Chase,USA,Nevada,Fallon,Grocer,Credit Card,Customer,Iliana Solomon,Brazil,Acre,Bujari,Agent,New User,Bank Account,1/7/2016,Yes,3417,0
TR4653,AGNT9,Both,OPR45,Employee,Janiya Buckner,USA,Arizona,Pima,Agent,Credit Card,New User,Kaylyn Richardson,Brazil,Bahia,Jequie,Consultant,Customer,Prepaid Card,29-07-2016,Yes,4091,1
TR4654,AGNT8,Both,OPR42,Owner,Aurora Read,USA,Utah,Emery,Grocer,Wallet,New User,Jaelynn Rocha,Mexico,Baja California,Baja California,I.T Professional,Employee,Wallet,8/7/2016,No,4023,0
TR4655,AGNT9,Both,OPR45,Employee,Micah Howell,USA,Arizona,Pima,Retailer,Debit Card,Customer,Erick Rodgers,Mexico,Campeche,Campeche,Broker,Employee,Wallet,25-07-2016,Yes,4696,0
TR4656,AGNT5,Send,OPR29,Employee,Raquel Melendez,USA,Oregon,Jackson,Retailer,Debit Card,Employee,Kody Carver,Mexico,Baja California,Baja California,Agent,Employee,Bank Account,27-07-2016,Yes,4386,0
TR4657,AGNT1,Send,OPR1,Employee,Roberto Macdonald,USA,California,Sacramento,Broker,Credit Card,Customer,Jillian Ford,Brazil,Acre,Xapuri,Teacher,Customer,Cash,31-07-2016,Yes,2099,0
TR4658,AGNT3,Send,OPR17,Employee,Vera Vaughn,USA,Utah,Cache,Consultant,Debit Card,Employee,Sasha Ramirez,Mexico,Baja California,Baja California,Consultant,Customer,Wallet,3/7/2016,No,3388,0
TR4659,AGNT4,Both,OPR19,Employee,Bently Murphy,USA,Arizona,Apache,Banker,Wallet,Employee,Allyson Mayo,Brazil,Bahia,Valenca,Grocer,Customer,Bank Account,10/7/2016,Yes,2155,1
TR4660,AGNT3,Send,OPR17,Employee,Nolan Carpenter,USA,Utah,Cache,Banker,Cheque,Employee,Kamari Mccoy,Brazil,Bahia,Valenca,Farmer,Customer,Wallet,14-07-2016,Yes,3639,0
TR4661,AGNT5,Send,OPR25,Employee,Callum Black,USA,Oregon,Jackson,Retailer,Cash,Customer,Kiara Thomas,Colombia,Bolivar,Bolivar,Farmer,Customer,Cash,3/7/2016,Yes,4461,0
TR4662,AGNT3,Send,OPR17,Employee,Adelina Small,USA,Utah,Cache,Broker,Debit Card,Customer,Gracelyn Brennan,Brazil,Acre,Xapuri,Retailer,Employee,Prepaid Card,20-07-2016,Yes,3597,0
TR4663,AGNT6,Both,OPR33,Employee,Demarcus Hoover,USA,California,Los Angeles,Agent,Bank Account,Customer,Mattie Schultz,Mexico,Campeche,Campeche,Agent,New User,Cash,17-07-2016,Yes,3803,0
TR4664,AGNT10,Both,OPR3,Employee,Molly Cotton,USA,Oregon,Lane,Consultant,Cheque,Customer,Gilberto Gallegos,Mexico,Baja California,Baja California,Agent,New User,Prepaid Card,1/7/2016,Yes,5321,0
TR4665,AGNT9,Both,OPR45,Employee,Jamal Morris,USA,Arizona,Pima,I.T Professional,Wallet,Customer,Emily Smith,Mexico,Campeche,Campeche,Retailer,Employee,Wallet,23-07-2016,No,434,1
TR4666,AGNT6,Both,OPR32,Employee,Brenden Cantu,USA,California,Los Angeles,Grocer,Debit Card,New User,Dimitri Noel,Colombia,Bolivar,Bolivar,Grocer,Employee,Prepaid Card,16-07-2016,Yes,5240,0
TR4667,AGNT10,Both,OPR3,Employee,London Oneal,USA,Oregon,Lane,Retailer,Cash,Employee,Ryan Contreras,Colombia,Antioquia,Antioquia,Banker,New User,Cash,1/7/2016,Yes,4169,0
TR4668,AGNT10,Both,OPR3,Employee,Kayla Lewis,USA,Oregon,Lane,Teacher,Wallet,New User,Zaria Hopper,Brazil,Bahia,Valenca,Broker,Employee,Cash,14-07-2016,Yes,1362,0
TR4669,AGNT8,Both,OPR42,Owner,Marquis Murphy,USA,Utah,Emery,Farmer,Cash,Employee,Taylor Buck,Mexico,Campeche,Campeche,Farmer,Employee,Prepaid Card,18-07-2016,No,2460,0
TR4670,AGNT10,Both,OPR4,Admin,Alfredo Howell,USA,Oregon,Lane,Retailer,Bank Account,Customer,Conner Daugherty,Mexico,Baja California,Baja California,Banker,Employee,Cash,24-07-2016,Yes,3519,0
TR4671,AGNT9,Both,OPR43,Admin,Pablo Vaughn,USA,Arizona,Pima,Accountant,Wallet,Customer,Davian Humphrey,Brazil,Bahia,Jequie,Grocer,New User,Prepaid Card,1/7/2016,Yes,1503,0
TR4672,AGNT1,Send,OPR1,Employee,Laney Ross,USA,California,Sacramento,Retailer,Debit Card,New User,Analia Boone,Brazil,Acre,Xapuri,Consultant,Employee,Wallet,12/7/2016,Yes,5455,0
TR4673,AGNT2,Send,OPR6,Employee,Aryana Velez,USA,Nevada,Eureka,Teacher,Cheque,Customer,Pierre Ball,Brazil,Bahia,Valenca,Farmer,New User,Bank Account,26-07-2016,Yes,4790,0
TR4674,AGNT5,Send,OPR27,Employee,Madison Curry,USA,Oregon,Jackson,Consultant,Debit Card,Employee,London Cooke,Colombia,Bolivar,Bolivar,Broker,Employee,Wallet,15-07-2016,No,673,0
TR4675,AGNT6,Both,OPR32,Employee,Holden Fischer,USA,California,Los Angeles,Grocer,Wallet,Customer,River Montoya,Colombia,Bolivar,Bolivar,Banker,New User,Bank Account,12/7/2016,Yes,3361,1
TR4676,AGNT4,Both,OPR18,Admin,Nehemiah Saunders,USA,Arizona,Apache,Accountant,Debit Card,New User,Mohamed Dyer,Brazil,Bahia,Jequie,Consultant,Customer,Bank Account,12/7/2016,No,5407,0
TR4677,AGNT6,Both,OPR33,Employee,Bentley Banks,USA,California,Los Angeles,Grocer,Wallet,Customer,Pedro Vincent,Brazil,Acre,Bujari,Accountant,Employee,Cash,14-07-2016,Yes,141,0
TR4678,AGNT8,Both,OPR42,Owner,Hannah Cannon,USA,Utah,Emery,Accountant,Credit Card,Employee,Kody Weaver,Brazil,Bahia,Valenca,Agent,Employee,Bank Account,24-07-2016,Yes,4489,1
TR4679,AGNT5,Send,OPR29,Employee,Armani Nash,USA,Oregon,Jackson,Farmer,Debit Card,New User,Perla Howe,Brazil,Acre,Bujari,Consultant,New User,Prepaid Card,28-07-2016,Yes,4052,0
TR4680,AGNT7,Both,OPR40,Employee,Selena Dawson,USA,Nevada,Fallon,I.T Professional,Wallet,Customer,Lane Alvarez,Mexico,Campeche,Campeche,Broker,Employee,Wallet,8/7/2016,Yes,5278,0
TR4681,AGNT4,Both,OPR21,Employee,Makenna Dillard,USA,Arizona,Apache,I.T Professional,Credit Card,Employee,Rylen Delacruz,Brazil,Bahia,Valenca,I.T Professional,Employee,Prepaid Card,4/7/2016,No,2098,1
TR4682,AGNT8,Both,OPR42,Owner,Kenna Holland,USA,Utah,Emery,Broker,Wallet,Customer,Cruz Pearson,Colombia,Antioquia,Antioquia,Banker,New User,Prepaid Card,4/7/2016,Yes,888,0
TR4683,AGNT10,Both,OPR3,Employee,Fatima Walters,USA,Oregon,Lane,I.T Professional,Cash,New User,Madalynn Taylor,Mexico,Baja California,Baja California,I.T Professional,Employee,Wallet,3/7/2016,Yes,2608,0
TR4684,AGNT10,Both,OPR4,Admin,Kenny Walton,USA,Oregon,Lane,Grocer,Wallet,Employee,Briana Delacruz,Brazil,Acre,Xapuri,Agent,Employee,Bank Account,31-07-2016,Yes,3599,1
TR4685,AGNT6,Both,OPR36,Admin,Jane Farley,USA,California,Los Angeles,Grocer,Cash,Customer,Bobby Rivers,Mexico,Campeche,Campeche,Banker,New User,Wallet,2/7/2016,Yes,5011,0
TR4686,AGNT3,Send,OPR15,Admin,Elliot Alston,USA,Utah,Cache,I.T Professional,Bank Account,New User,Laila Waller,Colombia,Boyaca,Boyaca,Agent,Employee,Bank Account,18-07-2016,No,5564,0
TR4687,AGNT8,Both,OPR42,Owner,Aiden Christensen,USA,Utah,Emery,Banker,Cheque,Employee,Tessa Ward,Brazil,Acre,Bujari,Agent,New User,Wallet,30-07-2016,Yes,5815,0
TR4688,AGNT2,Send,OPR7,Employee,Cristopher Douglas,USA,Nevada,Eureka,Broker,Debit Card,Customer,Ryan Torres,Brazil,Acre,Bujari,Agent,Customer,Cash,21-07-2016,Yes,1978,0
TR4689,AGNT9,Both,OPR45,Employee,Tara Weeks,USA,Arizona,Pima,Banker,Credit Card,Customer,Mathias Howell,Mexico,Baja California,Baja California,Grocer,Employee,Cash,27-07-2016,Yes,3097,0
TR4690,AGNT8,Both,OPR42,Owner,Rocco Daniels,USA,Utah,Emery,Broker,Debit Card,Customer,Ariana Albert,Mexico,Baja California,Baja California,Banker,New User,Bank Account,11/7/2016,Yes,2598,0
TR4691,AGNT5,Send,OPR28,Admin,Ryland Hubbard,USA,Oregon,Jackson,Agent,Bank Account,Customer,Kylie Sampson,Colombia,Boyaca,Boyaca,Banker,Employee,Wallet,3/7/2016,Yes,1453,0
TR4692,AGNT9,Both,OPR43,Admin,Sydney Collier,USA,Arizona,Pima,Accountant,Debit Card,New User,Yusuf Beck,Mexico,Durango,Durango,Teacher,Customer,Prepaid Card,29-07-2016,Yes,5092,0
TR4693,AGNT9,Both,OPR45,Employee,Giada Chapman,USA,Arizona,Pima,Agent,Bank Account,Customer,Lennon Sullivan,Colombia,Antioquia,Antioquia,Retailer,Customer,Cash,10/7/2016,Yes,2446,0
